Username,Message,Date,Link,Keyword,Image
milelion,Only way to check MCC retrospectively is to call or chat a CSO,2025-02-16 14:16:45,https://t.me/milelion/1076372,mcc,
milelion,Hihi! I'm trying to find the MCCs for transactions made on UOB cards. I've logged into the UOB tmrw app and I can't seem to find it... Can I only find the MCC by calling and checking with UOB agents? Thank you :),2025-02-16 14:15:49,https://t.me/milelion/1076371,mcc,
milelion,"Im starting to look at Changi Pay. Was thinking to add that to my phone for overseas next time. If WWMC is counted as online with Changi Pay, perhaps Revo would be an option to use for overseas? Since past DP the MCC is 5399 and still in its Whitelist",2025-02-16 11:33:32,https://t.me/milelion/1076359,mcc,
milelion,Ohhhhhh thanks. Not too sure of the mcc code though.,2025-02-16 11:05:24,https://t.me/milelion/1076351,mcc,
milelion,"Hello, anyone place an order with BYD Vantage? Like to know the mcc code to maximize payments",2025-02-16 10:49:36,https://t.me/milelion/1076346,mcc,
milelion,You can use amaze to test MCC,2025-02-16 09:36:42,https://t.me/milelion/1076337,mcc,
milelion,Can anyone confirm paradise group credit topup is 5812 now? I see past DPs but just want to be sure,2025-02-16 09:29:28,https://t.me/milelion/1076333,topup,
milelion,"random question on supp cards: my partner doesn't like to manage multiple credit cards. was thinking if i can apply for a supp card for my partner (e.g., under my DBS WWMC) to clock spending and gain rewards all to my account, instead of my partner separately applying for DBS WWMC independently? is this easy to do?",2025-02-16 06:09:19,https://t.me/milelion/1076282,dbs wwmc,
milelion,If MCC falls under online whitelist,2025-02-16 02:23:09,https://t.me/milelion/1076195,mcc,
milelion,"If this is interested to anyone, just FYI Youtube Premium's MCC is 7829",2025-02-15 16:04:47,https://t.me/milelion/1076114,mcc,
milelion,#dp khatib shuttle bus to zoo mcc 4789,2025-02-15 12:21:19,https://t.me/milelion/1076078,#dp,images/1076078.jpg
milelion,"It looks like they have 3 different payment terminal. Each of them gives different mcc. Use empty Amaze card to test it out before actual payment. If possible, let us know which terminal you pay and what’s the mcc for data point.",2025-02-15 04:45:42,https://t.me/milelion/1075878,mcc,
milelion,Anyone knows the MCC code for wedding at mandarin oriental?,2025-02-15 04:13:38,https://t.me/milelion/1075862,mcc,
milelion,"seeking collective wisdom. any preferred cards to use for MCC 4112?
basically passenger railways, like eurostar etc.",2025-02-15 04:02:28,https://t.me/milelion/1075855,mcc,
milelion,#dp TGM at T2 still allows for arrival boarding pass for PP meals. 😛,2025-02-15 03:18:09,https://t.me/milelion/1075841,#dp,
milelion,#dp in case anyone is stuck at document verification when opening a ChocFin account. They said it can take up to 7 biz days (no idea why; banks accept MyInfo for instant approval 🤷🏻‍♂️)…,2025-02-15 02:52:22,https://t.me/milelion/1075831,#dp,images/1075831.jpg
milelion,Just got this eDM.  This would be for the Chubb travel insurance sold by DBS.  Have not had the chance to compare if this would also apply to the plan sold through other channels,2025-02-15 01:42:05,https://t.me/milelion/1075822,travel insurance,images/1075822.jpg
milelion,Any dp for Kris+ Nan Yang Dao mcc?,2025-02-15 00:52:59,https://t.me/milelion/1075815,mcc,
milelion,Pretty sure the answer is yes unless it falls into the excluded mcc. I don’t know what’s the mcc for telegram though,2025-02-14 13:37:11,https://t.me/milelion/1075750,mcc,
milelion,Is the extra for 5311 MCC promo credited separately?,2025-02-14 11:10:25,https://t.me/milelion/1075709,mcc,
milelion,mcc 7333 vendor,2025-02-14 08:37:50,https://t.me/milelion/1075668,mcc,images/1075668.jpg
milelion,"Oh is there other 3/4 miles bonus miles card, that doesn’t exclude photography mcc 7333?",2025-02-14 08:37:13,https://t.me/milelion/1075667,mcc,
milelion,"Mcc 7333 and via stripe. Cos it’s not in the 5000 category, not sure how it’ll turn out in citi rewards",2025-02-14 08:36:31,https://t.me/milelion/1075665,mcc,
milelion,"Hi there, does anyone knows if you will gain the citi rewards x10 bonus points if you were to charge (via amaze) through stripe online payment link mcc 7333 (photography)

Credit card: amaze + citi rewards
Merchant code: 7333
Via online payment link via stripe.
(Photography services)",2025-02-14 08:34:28,https://t.me/milelion/1075647,mcc,
milelion,Thanks for the calculation. Got the picture. Just that with smaller amount transactions and decimals it’s confusing as the bonus is not fixed like say hsbc revo (9000) or crmc (9000),2025-02-14 07:13:55,https://t.me/milelion/1075624,hsbc revo,
milelion,How did you pay for the 805 and what’s the MCC?,2025-02-14 06:30:07,https://t.me/milelion/1075561,mcc,
milelion,"Anyone tried 7311 mcc thru amaze to get 4mpd? (But what link to what cc)

Did a search in this channel, not much was talked about",2025-02-14 05:24:33,https://t.me/milelion/1075524,mcc,
milelion,#dp greenlife dental (private dental clinic) eligible for 9x PPV bonus,2025-02-14 01:43:30,https://t.me/milelion/1075412,#dp,
milelion,HSBC revolution too 🤣 It’s the time of the month,2025-02-14 01:36:04,https://t.me/milelion/1075409,hsbc revo,
milelion,tomorrow question: is DBS WWMC bonus points in?,2025-02-14 01:28:16,https://t.me/milelion/1075405,dbs wwmc,
milelion,Did anyone receive their hsbc revolution bonus points alr?,2025-02-14 00:24:54,https://t.me/milelion/1075379,hsbc revo,
milelion,What's the mcc ?,2025-02-13 23:10:12,https://t.me/milelion/1075372,mcc,
milelion,"#dp T3 SKL deserted at this time, no food save for cereal. 

Food loaded only at 5am, I am told.",2025-02-13 19:27:40,https://t.me/milelion/1075361,#dp,
milelion,"Hi all, just got my DBS WWMC. Can I check on the monthly caps on the bonus points? Let’s say my statement date is on 14 Feb, does that mean the 1.5k cap will reset on statement date?",2025-02-13 16:36:29,https://t.me/milelion/1075350,dbs wwmc,
milelion,What mcc codes do alipay and wechat pay fall under?,2025-02-13 15:25:15,https://t.me/milelion/1075323,mcc,
milelion,"Just an example, if you have two Lady’s Solitaire cards, you have 4 bonus categories. Or if you have 2 DBS WWMC, your monthly cap is $3k. 

P.S. don’t compare yourself with 👵 , she has a whole kampung",2025-02-13 12:17:22,https://t.me/milelion/1075222,dbs wwmc,
milelion,On that note any DP about nets flashpay Topup using trust cashback card,2025-02-13 09:27:13,https://t.me/milelion/1075168,topup,
milelion,Wait a min…it’s not MCC6540 so it may work,2025-02-13 09:26:46,https://t.me/milelion/1075166,mcc,
milelion,"#DP Citi to Etihad transfer took 7 days. 

Am trying to book Etihad F but cant seem to get these Feb 24 award chart rates, am I missing something, or does it depend on aircraft type? E.g. AUH - LHR (120k on chart) pricing at 120k (for B789) but 140k (for A380)",2025-02-13 08:53:06,https://t.me/milelion/1075158,#dp,images/1075158.jpg
milelion,your hsbc revo bonus?,2025-02-13 06:07:00,https://t.me/milelion/1075113,hsbc revo,
milelion,Does anyone know if there's any travel insurance policies that will reimburse you for yellow fever vaccine if you are travelling to S America or sub Saharan Africa?,2025-02-13 05:04:01,https://t.me/milelion/1075085,travel insurance,
milelion,Hi can i use uob krisflyer to pay fot disneycruise? Any dp on this? Saw previous under dbs wwmc is travel. Or uob sv? Since is charged in usd. Would it be local or overseas payment gateway?,2025-02-12 23:30:17,https://t.me/milelion/1074970,dbs wwmc,
milelion,Can the MCC differ depending on the item purchased?,2025-02-12 16:04:25,https://t.me/milelion/1074929,mcc,
milelion,If MCC is right ya,2025-02-12 15:56:39,https://t.me/milelion/1074928,mcc,
milelion,"Does the HSBC revolution still give 4mpd for online shopping/groceries (Lazada, Amazon)",2025-02-12 15:53:35,https://t.me/milelion/1074927,hsbc revo,
heymaxai,"Hey bosses, sharing some improvements to the product over the past week! 🎉

💳 Card Updates

HSBC Premier Card on heymax has been updated to reflect miles instead of cashback. (Long overdue sorry!)

📜 Terms and Conditions Improvement

We’ve added additional terms on merchant pages to remind you to click “Shop With Max” and complete checkout for one item or trip booking at a time. This ensures you get your purchases tracked properly!

🛍 MCC data updates (based on Visa card maximiser data)

--> Decathlon Online MCC updated from 5691 to 5941.

As always, your feedback is invaluable! Drop by feedback.heymax.ai to share your thoughts or upvote others' suggestions. 

Thanks for being part of the journey, and have a fantastic weekend! 🎉",2025-01-17 11:04:44,https://t.me/heymaxai/415,mcc,
heymaxai,"Bosses — in the spirit of continuous improvement, would like to share some updates we’ve made to the app in the past 1+ week. These are smaller improvements apart from feature launches, but we’re working on improving our process to constantly refine the smaller things. Will make it a point to share on a weekly basis what has been improved!

Past week’s improvements:
⚡ Improved loading speed when switching between tabs in the app (the page now doesn’t reload every time you go to a new tab)

💳 Linked cards on “Your cards” tab are now sorted dynamically by most recent transaction first

⏳ Time taken for approved transactions (e.g. voucher purchase miles) to show up in your miles history reduced from 1min+ to ~10s

🛍 MCC data updates (based on Visa card maximiser data)
--> Foodpanda: Primary MCC 5812 → 5814
--> Deliveroo: Primary MCC 5812 → 5814
--> Booking.com: Primary MCC 7011 → 4722

We’ll strive to make heymax 1% better everyday. We’re also working on responding to your feedback/suggestions more closely and will soon share a new format for you to share feedback which will make it easier for us to review and follow up. In the meantime, please keep the feedback coming! 🙏",2024-12-17 11:02:21,https://t.me/heymaxai/388,mcc,
heymaxai,"Getting a quick after lunch boba 🧋 or dinner at home 🥘? Save big when you stack Max Miles with Foodpanda on Shop with Max 

1️⃣ Buy Foodpanda Gift cards! 
Works as store credit topup to your PandaPay wallet

2️⃣ Stack with Foodpanda Vouchers! 
Works as promo code used to offset each order

💡 Earn credit card rewards (up to 4 MPD) when you make payment for vouchers on Shop with Max

3️⃣ Click through Foodpanda on Shop with Max before making your Foodpanda purchase too!
Max Miles awarded for remaining purchase amount after any discount/vouchers used",2024-05-14 07:25:13,https://t.me/heymaxai/156,topup,images/156.jpg
heymaxai,"Pre-Easter deals 🐰 Travelling soon? More Max Miles now at more Travel insurance brands 🛡️ 

Deals from heymax X Singsaver & KoverNow inside: https://telegra.ph/Are-you-ready-for-Easter-weekend-deals-heymax-03-26",2024-03-26 03:40:09,https://t.me/heymaxai/114,travel insurance,
heymaxai,"Extended: Shop Travel insurance on heymax, Triple dip rewards

1. Click-through Shop with heymax for FWD/Singlife travel insurance 
💰 750 Max Miles
2. Complete travel insurance purchase 
💰 Earn credit card rewards
3. Choose Max Miles in Singsaver rewards form 
💰 8 Max Miles per $

Here's what our friends at Singsaver have to say: https://www.singsaver.com.sg/blog/heymax-miles-redemption",2024-02-05 06:33:19,https://t.me/heymaxai/82,travel insurance,
heymaxai,"Triple dip rewards on travel insurance, as easy as 1️⃣ 2️⃣ 3️⃣

1. Click-through Shop with heymax for Singlife/FWD travel insurance 
💰 750 Max Miles
2. Complete travel insurance purchase 
💰 Earn credit card rewards
3. Choose Max Miles in Singsaver rewards form 
💰 8 Max Miles per $

Learn more: https://telegra.ph/Last-Chance-to-Triple-Dip-Max-Miles-on-Travel-Insurance-01-24",2024-01-24 09:22:13,https://t.me/heymaxai/76,travel insurance,
heymaxai,"🎉 Great news! 🎉

We have fulfilled the sign-up bonuses for successful CIMB card applicants 💰
Their 20,000 confirmed Max Miles are now transferable to over 20+ airlines and hotel partners  ✈️

Ready to join them? 😆

🔥 Ending today! 
SC Journey: 45k Miles from SC + 7000 Max Miles
SC Simply cash: 20,000 Max Miles 

📆 Ending 8 Dec
HSBC Revolution/HSBC TravelOne: 18,000 Max Miles 🌍

Sign up with heymax.ai now and start your journey towards your next adventure! 🚀",2023-11-30 11:17:54,https://t.me/heymaxai/33,hsbc revo,
heymaxai,"Does any of these sound like you?

1. I want to maximize Credit Card Rewards and Cashback 💳💰
2. I want clarity and clear budgeting of my finances 📊💡
3. I want to verify MCC before I shop 🛍️🎁

That's where heymax.ai comes in! 🚀
From the fundementals of MCC search and ""Best card to use"", we built Shop with Max: 

- Earn Max Miles from your fav brands and gift cards 🛍️🎫 Shopee, Lazada, Amazon
- Transferable to 20+ airlines and hotels ✈️🏨
- No transfer fees; No expiry; No BS 💯😀

Full article: https://words.heymax.ai/p/what-is-merchant-category-code-mcc

So why wait? Start maximizing your rewards with heymax.ai now! 🛍️😊",2023-11-30 01:01:08,https://t.me/heymaxai/32,mcc,
heymax.ai community,HeyMax team - I bought 2 Singlife travel insurances (30 mins apart) and for some unknown reason only 1 is tracked and max miles confirmed. Shall I wait 24 hrs before raising to support?,2025-02-18 04:36:15,https://t.me/+gNZRwXXy9Gc1MzJl/56090,travel insurance,images/56090.jpg
heymax.ai community,"https://heymax.ai/v2/campaign/chocolate-finance
Exclusions
MCC 6529 - Quasi Cash – Remote Stored Value Load – Financial
MCC 6530 - Quasi Cash – Remote Stored Value Load – Merchant
MCC 6540 - Non-Financial Institutions – Stored Value Card
MCC 6050 - Quasi Cash – Financial institutions, Merchandise, Services
MCC 6051 - Non-Financial Institutions – Foreign Currency, Money Orders (Not Wire Transfer), Stored Value Card/Load, Travellers Cheques, and Debt Repayment
MCC 4829 - Money Transfer
MCC 6010 - Financial Institutions – Manual Cash Disbursements
MCC 6011 - Financial Institutions – Automated Cash Disbursements
MCC 6012 - Financial Institutions – Merchandise, Services and Debt Repayment
Wallet top ups such as EZ-LINK / SimplyGo wallet",2025-02-18 04:05:31,https://t.me/+gNZRwXXy9Gc1MzJl/56076,mcc,
heymax.ai community,Buying heymax vouchers is more of a way to circumvent mcc/online restrictions. You can earn massive amount of MM via shop with max 😄,2025-02-17 03:56:48,https://t.me/+gNZRwXXy9Gc1MzJl/55732,mcc,
heymax.ai community,Anyone knows MCC for Max? Is it same as HBO?,2025-02-17 03:26:42,https://t.me/+gNZRwXXy9Gc1MzJl/55715,mcc,images/55715.jpg
heymax.ai community,education mcc not excluded,2025-02-16 14:45:34,https://t.me/+gNZRwXXy9Gc1MzJl/55644,mcc,
heymax.ai community,Education type is included in mcc??,2025-02-16 13:57:31,https://t.me/+gNZRwXXy9Gc1MzJl/55636,mcc,
heymax.ai community,"If you check in the exclusion list for choco card, I dont think MCC 7399 is inside?",2025-02-16 13:41:36,https://t.me/+gNZRwXXy9Gc1MzJl/55631,mcc,
heymax.ai community,Thank you. The company is called credit savvy. Cldnt find on Heymax. I tried searching the t&c for DBS altitude and I don’t think MCC 7399 qualifies for miles under DBS 😢. Do u know if this will quality for Max Miles under the Chocofinance debit card?,2025-02-16 13:38:39,https://t.me/+gNZRwXXy9Gc1MzJl/55629,mcc,
heymax.ai community,"Unless you can let us know the merchant, otherwise hard to guess. Eg. Mcc 7399 from AXS likely excluded by DBS Alt and Citi Premier.",2025-02-16 12:57:37,https://t.me/+gNZRwXXy9Gc1MzJl/55605,mcc,
heymax.ai community,You know the mcc code you can check directly from the credit card tnc. A bit troublesome but you can do yourself,2025-02-16 12:52:49,https://t.me/+gNZRwXXy9Gc1MzJl/55604,mcc,
heymax.ai community,"hey phebe, currently we don’t support searching MCC and seeing what cards can be used for it directly on search bar. have taken note and added it as a feature request.

could you try searching the 7399, followed by clicking into a merchant that shows up? if you have the card added in your list of cards, it will show you the rate you will earn

alternatively you can see view all cards and find the rates there as well",2025-02-16 12:51:13,https://t.me/+gNZRwXXy9Gc1MzJl/55603,mcc,
heymax.ai community,Hi does anyone know if MCC 7399 can get the usual miles fr the usual miles credit card like Dbs Altitude/ Citi Premier etc?,2025-02-16 12:45:54,https://t.me/+gNZRwXXy9Gc1MzJl/55600,mcc,
heymax.ai community,#dp Agoda booking made on 1 dec. Stay was 2nd week of jan. Just confirmed this morning,2025-02-13 23:40:01,https://t.me/+gNZRwXXy9Gc1MzJl/55026,#dp,
heymax.ai community,"yep, PPV doesn't award bonus for MCC 4722
you can cancel your airbnb and rebook using another card",2025-02-12 17:36:37,https://t.me/+gNZRwXXy9Gc1MzJl/54760,mcc,
heymax.ai community,All vouchers and gift cards purchase on Heymax codes as Departmenta Store MCC 5311 (Fashion).,2025-02-12 11:35:55,https://t.me/+gNZRwXXy9Gc1MzJl/54639,mcc,
heymax.ai community,Earning rewards is based on mcc code. So any difference between axs machine and axs app?,2025-02-12 10:36:24,https://t.me/+gNZRwXXy9Gc1MzJl/54632,mcc,
heymax.ai community,"Heymax team, for Easybook,  one of the recommended card is citi rewards, isn't 4789 an excluded mcc on citi rewards ?",2025-02-12 02:42:17,https://t.me/+gNZRwXXy9Gc1MzJl/54482,mcc,
heymax.ai community,yes so long mcc not excluded,2025-02-12 02:24:38,https://t.me/+gNZRwXXy9Gc1MzJl/54477,mcc,
heymax.ai community,Is there a list of excluded/blacklist mcc that dont earn the 2miles/$?,2025-02-11 18:10:22,https://t.me/+gNZRwXXy9Gc1MzJl/54421,mcc,
Username,Message,Date,Link,Keyword,Image
milelion,"Hi guys, for overseas purchases would you recommend Citi Rewards or DBS WWMC? 

For context, I’m purchasing jewellery on Everrich DFS Taoyuan. Thanks!",2025-02-12 11:45:41,https://t.me/milelion/1074795,dbs wwmc,
milelion,"1 year from date of ticket issued date

Can change point of departure or destination. Can only topup miles no refund of excess miles.",2025-02-12 09:11:08,https://t.me/milelion/1074699,topup,
milelion,I see. Coz heymax mentioned 8062. And I am planning Mt A for delivery. Latter MCC is excluded by a lot of Cc,2025-02-12 08:34:15,https://t.me/milelion/1074682,mcc,
milelion,"Wife doing treatment in private clinic at Mount E on average $5k monthly, below are the following CC I'm using for the past several sessions. MCC 8011, only contactless/chip, no online.

Not a good thing to have/experience, but silver lining and on the bright side can earn miles. So...asking the community incase I might have left out any other alternatives that can earn better miles then what I'm doing now.

Thanks!

VS = $2000
PPV = $1110
Amaze + CRMC = $1000
Gen spend/Chocolate = Remaining balance",2025-02-12 08:26:38,https://t.me/milelion/1074676,mcc,
milelion,lol last time i changed a ticket many times (because of travel plan change) everytime pay $25 change fee and topup miles diff until end up with a 290k+ tix and cannot change anymore because sq won't refund mile diff😂,2025-02-12 06:56:01,https://t.me/milelion/1074634,topup,
milelion,"On a similar vein, has anyone tried 'CHANGING' a one way J Saver say Japan to Singapore (52k miles) into a 2 way say Singapore to Hong Kong J Saver (68k miles).

Can just pay USD25 for change and topup 16k miles + YQ difference?",2025-02-12 06:22:30,https://t.me/milelion/1074614,topup,
milelion,"yes usd25 + topup miles diff, depending on the aircraft, if A380 i'd say definitely go for it, if 777 you can decide yourself",2025-02-12 06:17:34,https://t.me/milelion/1074609,topup,
milelion,"option 1: all 3 in Y tgt. option 2: husband + child in Y and wife in J(or you can pay $25  + topup miles to change to F if it's a YOLO thing) . which to choose can discuss with your wife, see if she wants to stay with family or enjoy J/F service",2025-02-12 06:05:45,https://t.me/milelion/1074586,topup,
milelion,"maybe some time down the road it will be:

""what card are you using to pay?""
""huh you paywave with HSBC Revo?""
""you brought your physical card out to paywave? (pointing at DBS WWMC/UOB PPV""",2025-02-12 03:39:56,https://t.me/milelion/1074435,hsbc revo,
milelion,Does gpay with dbs wwmc still have 4mpd when checking out using gpay?,2025-02-12 02:34:53,https://t.me/milelion/1074189,dbs wwmc,
milelion,What's the best way to know the MCC of a merchant,2025-02-12 01:25:30,https://t.me/milelion/1074111,mcc,
milelion,"I have done it on Heymax, but not sure how accurate they are, they show mcc 7399 for Google ads",2025-02-12 01:24:44,https://t.me/milelion/1074110,mcc,
milelion,"Foreign Currency Spending -> check milelion credit card guide
Also check on MCC for Google Ads if you are not using FCY cards

5862 or something but you should always DYODD",2025-02-12 01:21:55,https://t.me/milelion/1074105,mcc,
milelion,"Suggest u setup a Heymax account and input these cards as yours, then search the google ads MCC and see what gives what mpd. Double confirm with searching previously in chat. Dun give us homework to do",2025-02-12 01:20:43,https://t.me/milelion/1074102,mcc,
milelion,"Online whitelist MCCs are in the table here, check if 5977 is there or not there. https://milelion.com/2024/04/25/review-uob-preferred-platinum-visa-card/",2025-02-11 15:35:55,https://t.me/milelion/1073982,mcc,
milelion,"Caviar course on Qatar Doha - Paris #dps

- flew SIN - DOH - CDG on Q Suites but only certain routes from DOH have caviar, including Paris (and Singapore, but only from Doha to Singapore and not Singapore to Doha)

- usually offered for lunch / dinner meal service flights, so breakfast or sleeper meal service flights might not have

- about 50% (caviar to pax ratio) is uplifted since caviar is but one of the starter courses. So if keen, ask for it early. I asked right after I got offered the pre departure drink and apparently got the last portion",2025-02-11 15:21:26,https://t.me/milelion/1073975,#dp,images/1073975.jpg
milelion,Potentially dump question I apologize in advance! 5977 mcc through in app should I use ppv or crmc,2025-02-11 15:19:14,https://t.me/milelion/1073972,mcc,
milelion,"Is there any other SUB that can beat the Amex KF blue (+FYF)? I’ve checked ML Current CC offers but none😩 Have a 2k spend coming up (online with 3.5% fee, haven’t checked MCC but it’s for a course) and I can only think of KF blue SUB since WWMC caps at $1500. Not NTB for Citi/DBS/UOB.",2025-02-11 13:55:24,https://t.me/milelion/1073952,mcc,
milelion,What is the minimum initial topup for the chocolate finance ah?,2025-02-11 11:03:29,https://t.me/milelion/1073900,topup,
milelion,Haha yes i rmb it was still duty free mcc back in august so i thought it was quite safe. Luckily small amount so its all good,2025-02-11 07:51:49,https://t.me/milelion/1073796,mcc,
milelion,"via online or which avenue did you pay with?
I would have assumed the MCC should be 5309",2025-02-11 07:34:20,https://t.me/milelion/1073789,mcc,
milelion,"#dp ishopchangi MCC 4582 Airports, Airport Terminals, Flying Fields. No 4mpd on Revo 🥲",2025-02-11 07:14:13,https://t.me/milelion/1073783,#dp,
milelion,But HSBC Revolution got no love for us 💔,2025-02-11 05:06:35,https://t.me/milelion/1073740,hsbc revo,
milelion,"❤️ HSBC x SingSaver Valentine's Day offers

📆 Apply by 2 March 2025

💰 Min. spend S$800 by the end of the month following approval

⚠️ Must not hold any principal HSBC credit cards now, or in the past 12 months (refer to T&Cs)

Choose one of the following gifts

🎁 S$199 cash + S$251 Lazada vouchers
🎁 Dyson Airwrap
🎁 Dyson AM07 Tower Fan
🎁 Apple iPad 9th Gen 10.2"" WiFi 64GB
🎁 Apple Watch SE + Stryv Pro Styler
🎁 Sony Vlog Camera ZV-1F

Gifts are labelled as ""for him"" and ""for her"", but really, who's checking?

Apply below!

💳 HSBC Advance (FYF)
💳 HSBC Live+ (FYF)
💳 HSBC Revolution (No annual fee)
💳 HSBC TravelOne Card (must pay S$196.20 annual fee)",2025-02-11 05:06:00,https://t.me/milelion/1073739,hsbc revo,images/1073739.jpg
